Date,Total_Volume,Total_Market_Cap
2020-03-22,62799449040.69,137253224807.9
2020-03-23,71979329794.15,149727495452.3
2020-03-24,73737402670.21,156760744573.6
2020-03-25,68150638316.62,155252540888.0
2020-03-26,56370550112.256,157484215553.2
2020-03-27,56486769931.410995,151608023586.2
2020-03-28,57804136979.517,147121000936.6
2020-03-29,46878200281.587,139477279256.6
2020-03-30,59222011119.03,151279021236.7
2020-03-31,53732970351.420006,151629163132.9
2020-04-01,62795982907.636,154974686875.3
2020-04-02,74891655137.6,159049008892.2
2020-04-03,62741991805.98,158262052501.3
2020-04-04,54783788130.192,161886736953.1
2020-04-05,50173158033.482,159598904597.1
2020-04-06,82463080586.55,173443420456.3
2020-04-07,79942468823.98999,170677854280.0
2020-04-08,66967908759.229996,175477077077.5
2020-04-09,60954224254.64,175254988504.4
2020-04-10,74390236136.41,164328681389.3
2020-04-11,55473332242.59,164416622708.3
2020-04-12,62272187186.244,167073906349.9
2020-04-13,68007341658.178,163268574022.9
2020-04-14,60142814795.355995,163336326750.3
2020-04-15,57699712696.716995,159235850104.5
2020-04-16,85230557361.87,170722551358.1
2020-04-17,61264352328.028,170659156894.8
2020-04-18,65479711402.16,176137553930.1
2020-04-19,63732862117.53,173950708934.8
2020-04-20,73305538430.15,166046578071.9
2020-04-21,60698095690.63,166232023025.0
2020-04-22,62709975842.25,172945692256.7
2020-04-23,78880756177.83,178886377741.3
2020-04-24,64546834190.18,182773256366.9
2020-04-25,64035877822.49,183598671727.7
2020-04-26,64346058584.26,186046877524.0
2020-04-27,68574498566.24,188239809147.2
2020-04-28,65330213405.880005,189383597017.1
2020-04-29,105620757290.26001,212003439988.8
2020-04-30,113968478236.48999,206486080334.9
2020-05-01,79012408442.76001,212019549134.2
2020-05-02,71739378446.51,214647498501.6
2020-05-03,82200523205.192,211494819857.7
2020-05-04,83246757151.94,212105107008.2
2020-05-05,75292256093.81,212667709290.4
2020-05-06,83247240516.52,217053614242.1
2020-05-07,100509072428.83,231586540766.8
2020-05-08,87005869692.34,229899945436.0
2020-05-09,80171039118.94,224544246015.7
2020-05-10,107255109618.26001,204693157979.4
2020-05-11,92661714778.98,200991900050.7
2020-05-12,71269001938.95,206021860270.0
2020-05-13,75333582874.45,215664773990.1
2020-05-14,91224796325.06999,225383842206.5
2020-05-15,78228936143.41,216009821681.8
2020-05-16,63561112963.56,217826196265.1
2020-05-17,67187404418.82,224712825208.9
2020-05-18,72496570994.47,227096303152.5
2020-05-19,65043240573.98,227076738606.0
2020-05-20,60855669242.05,222468528049.4
2020-05-21,63309238900.35,212317236118.3
2020-05-22,52213349025.21,215947473090.8
2020-05-23,47392227600.2,215965493337.5
2020-05-24,53537277950.090004,207586562905.6
2020-05-25,51000547479.18,210239070896.7
2020-05-26,48301594339.82,207541239917.1
2020-05-27,52392578178.2,215833913835.4
2020-05-28,55999936470.95,223818322000.9
2020-05-29,54410594046.6,222742098518.7
2020-05-30,58247760111.58,230596754511.7
2020-05-31,50768218777.02,224662112526.2
2020-06-01,60446054437.28,240745645311.3
2020-06-02,64882142139.48,226879469530.9
2020-06-03,44393420507.29,231228197658.6
2020-06-04,45744936381.49,233472537045.8
2020-06-05,42213218042.82,230950763664.6
2020-06-06,36635637780.51,230935151692.6
2020-06-07,43399487404.63,233373647817.1
2020-06-08,37759159701.96,233530649647.3
2020-06-09,39996070789.39,233147534700.0
2020-06-10,42395745483.51,235543365356.5
2020-06-11,52182132279.51,221809602763.2
2020-06-12,39656932099.670006,225097395748.1
2020-06-13,31550564080.82,225329730192.7
2020-06-14,33186616484.69,223378830919.0
2020-06-15,45591767886.71,223898504175.1
2020-06-16,36526467985.83,226431196789.1
2020-06-17,35465310017.66,225564937522.7
2020-06-18,30446858282.29,223206762259.9
2020-06-19,32706893812.63,220146335739.0
2020-06-20,29236002349.93,221591887025.5
2020-06-21,26307740435.86,220371678143.4
2020-06-22,36604901056.92,229625310896.5
2020-06-23,29475227077.89,228901933779.0
2020-06-24,33917184110.06,221368194912.8
2020-06-25,30942399353.17,220948247178.0
2020-06-26,31717327626.469997,218434796253.2
2020-06-27,30010268764.91,214785671277.4
2020-06-28,26052679155.67,216326360049.4
2020-06-29,29251250162.97,217897565686.8
2020-06-30,27014178461.33,216575792445.5
2020-07-01,27981285652.74,219730515180.0
2020-07-02,28261835368.31,217535137788.9
2020-07-03,23281756882.51,215941250154.9
2020-07-04,22542648006.56,217758393479.5
2020-07-05,23116595041.78,216366365696.4
2020-07-06,34106116854.55,225568571958.2
2020-07-07,26698485097.53,222576577940.5
2020-07-08,40224722533.880005,229762909357.6
2020-07-09,35571625334.98,226021819571.1
2020-07-10,31052459175.190002,225287105530.1
2020-07-11,24955501685.370003,224675429443.2
2020-07-12,27001275273.27,226478633368.6
2020-07-13,33003254524.92,224732076210.0
2020-07-14,32584565428.67,225315741448.9
2020-07-15,28719544058.32,224101950783.7
2020-07-16,28265058127.5,222061759205.5
2020-07-17,25066996135.27,222928147627.8
2020-07-18,22472821367.969,223395139277.5
2020-07-19,23945751981.37,224016484384.1
2020-07-20,24316556570.27,223010039744.9
2020-07-21,30255731109.07,228617030547.5
2020-07-22,29441078856.61,233920553979.0
2020-07-23,35018034498.58,236764977043.7
2020-07-24,31991745068.5,235872900177.6
2020-07-25,34927856339.35,242469092742.4
2020-07-26,40990557828.06,248118066752.1
2020-07-27,61900949901.04,269847384954.1
2020-07-28,51271986826.58,268437641776.1
2020-07-29,44638667486.5,272871159731.6
2020-07-30,43217552534.93,275140774232.1
2020-07-31,43368364532.56,281411859587.6
2020-08-01,51625828760.26,296505708310.2
2020-08-02,61665832592.23,280406833015.1
2020-08-03,43138129536.82,288209554927.0
2020-08-04,45143519972.51,287667921081.4
2020-08-05,45708485248.37,299300089662.9
2020-08-06,43323557954.66,298845521936.0
2020-08-07,49436750418.49,293198982307.8
2020-08-08,35428882835.21,299138557041.4
2020-08-09,35697403707.05,296891940176.6
2020-08-10,48588715901.53,302017022487.1
2020-08-11,54307369185.990005,290541835653.5
2020-08-12,48516128547.0,296293842482.0
2020-08-13,59097369886.03,305982349096.4
2020-08-14,51001014034.32,306274921735.0
2020-08-15,50724330692.03,309283691633.5
2020-08-16,46999985686.46,311275684624.6
2020-08-17,56718188569.37,316901285261.0
2020-08-18,52658222228.17,309889291723.0
2020-08-19,51377173033.36,302194454591.0
2020-08-20,40477490639.83,306170519282.9
2020-08-21,48418694310.82,295380955601.8
2020-08-22,40173459027.770004,299602424677.9
2020-08-23,34482937486.159996,297460784566.0
2020-08-24,39208000567.84,302000503685.9
2020-08-25,48422702196.07,290078152490.3
2020-08-26,40547147681.25,292897955824.0
2020-08-27,42679592624.48,288036991149.0
2020-08-28,36781359093.020004,294616752228.2
2020-08-29,34427832106.81,295989772107.5
2020-08-30,40497899835.76,303353226148.0
2020-08-31,44342744775.17,303797178265.8
2020-09-01,58500527915.82,315452216811.9
2020-09-02,62856630542.21,298721081222.3
2020-09-03,68721408475.57,265832884300.8
2020-09-04,65392861174.58,272244597367.5
2020-09-05,92432385053.90001,257290260935.9
2020-09-06,78481481507.84,263171193800.4
2020-09-07,68409392225.9,264980942149.4
2020-09-08,64242846212.1,257866513222.9
2020-09-09,48592581947.24,262008454904.9
2020-09-10,125931633760.49,267356017690.9
2020-09-11,105552003156.03,268380035517.6
2020-09-12,62042629884.769,271619590973.9
2020-09-13,93631030184.71,266444138667.6
2020-09-14,64652235848.427,274238434561.8
2020-09-15,60178830551.246,274805227222.0
2020-09-16,59117569364.75,277911417613.7
2020-09-17,69558308581.118,280066030609.8
2020-09-18,51001587849.910995,279069811821.8
2020-09-19,42783499645.253,282271360688.5
2020-09-20,46098004857.815,276799115586.8
2020-09-21,58601641162.64,262948658538.4
2020-09-22,44178264873.95,264721812220.9
2020-09-23,47440676479.338,255374385100.2
2020-09-24,74558500686.091,269765256569.5
2020-09-25,65874866813.235,270534774539.9
2020-09-26,70762433495.164,272069327910.0
2020-09-27,77923142974.549,272621976048.4
2020-09-28,72870064320.31999,271181450698.3
2020-09-29,68336137688.634,275153307386.5
2020-09-30,65947150666.69,274259440783.9
2020-10-01,66252441601.55,269677369783.8
2020-10-02,74449797676.78,267187485580.4
2020-10-03,63532910963.43,266503970070.1
2020-10-04,91987589054.73401,270254388465.6
2020-10-05,70093910214.77899,273740144552.1
2020-10-06,71708575477.84,267322009122.8
2020-10-07,61184914109.536995,268730713154.9
2020-10-08,88578378244.994,275209093636.3
2020-10-09,47798994775.130005,280839925056.1
2020-10-10,48612760086.130005,285776941392.6
2020-10-11,43678037682.909996,288912090883.3
2020-10-12,55412424420.24,294070570720.5
2020-10-13,50010723313.200005,290994075614.5
2020-10-14,48333238008.74,290372253203.7
2020-10-15,49457432172.515,290903919438.3
2020-10-16,50819179503.274,286165782814.4
2020-10-17,38846543006.194,286629908490.7
2020-10-18,38018712812.238,291033951021.0
2020-10-19,45413929287.203,295561142808.7
2020-10-20,55056075261.038,297130688669.7
2020-10-21,77219661610.63,318422357189.3
2020-10-22,65139950775.14,324084963063.7
2020-10-23,56275752640.39,323529357151.4
2020-10-24,48886567194.520004,327507710528.9
2020-10-25,47172174241.22,324280452061.8
2020-10-26,58710066925.2,323359283253.3
2020-10-27,60715760245.740005,336025050565.3
2020-10-28,64952707163.87,326086300848.9
2020-10-29,85213621129.55,328247553119.8
2020-10-30,57321973317.909996,329086726863.6
2020-10-31,53093684308.691,333775834081.5
2020-11-01,44710023376.765,335183049034.9
2020-11-02,57722366231.093,328429793662.1
2020-11-03,56008423530.28,336815408703.9
2020-11-04,64549595671.54,341391094678.8
2020-11-05,69209855894.18001,371122449186.3
2020-11-06,71141684512.82,377936490519.3
2020-11-07,70487432360.45,360172070303.3
2020-11-08,48814996080.619,375419967380.7
2020-11-09,60117616304.71,370725510770.9
2020-11-10,49505049572.4,370676930064.5
2020-11-11,55111915766.623,380267759995.6
2020-11-12,58034243110.435,390726195683.7
2020-11-13,58086061089.529,394664972969.4
2020-11-14,50222270873.08,387782483458.1
2020-11-15,44826375371.068,383898078427.0
2020-11-16,57308647468.044,401187478267.5
2020-11-17,72345430117.23,422525573260.5
2020-11-18,87565288388.78,424738776549.9
2020-11-19,67924239294.945,424637531150.7
2020-11-20,75733939272.8,446171395105.5
2020-11-21,96973494586.33,460508339781.9
2020-11-22,103698371579.57,455027699487.4
2020-11-23,111840480448.77,471019028729.2
2020-11-24,135468447923.48999,491055861328.3
2020-11-25,110099010674.62,475479474805.0
2020-11-26,144742690985.88998,430883253755.7
2020-11-27,92652396375.84,431778003196.2
2020-11-28,80590780726.1,450687487304.1
2020-11-29,76381740300.78,462801802842.1
2020-11-30,104351779379.5,498736897606.5
2020-12-01,116289429969.58,476214600852.8
2020-12-02,83664832100.82,486046593801.2
2020-12-03,71403225508.04,493606205842.2
2020-12-04,73370333703.23,468038376873.5
2020-12-05,60492625091.64,482792191261.1
2020-12-06,56640034155.727,488223427542.0
2020-12-07,55659900515.04,483041225594.5
2020-12-08,65433738337.0,458301231895.9
2020-12-09,75492699753.37,466553607934.1
2020-12-10,55782147325.69,458407201148.5
2020-12-11,59196279515.26,451084221975.1
2020-12-12,49223666273.31,467097087012.6
2020-12-13,52456497338.25,477402986728.8
2020-12-14,46346803281.05,478503961406.1
2020-12-15,54230731454.79,481260607668.0
2020-12-16,89512619291.28,528823865576.6
2020-12-17,141589516619.88,558177608664.3
2020-12-18,89152139003.67,566601399254.3
2020-12-19,78939872775.36,580949391875.1
2020-12-20,78200442269.86,569958247379.6
2020-12-21,89690770424.98999,550775963612.1
2020-12-22,94774554440.09,569544231359.2
2020-12-23,111374340642.98,540646669048.0
2020-12-24,94619008009.52,559648236813.0
2020-12-25,94026552119.47,578644417011.3
2020-12-26,94917867484.61,611552071961.8
2020-12-27,128000820211.38,613590703800.8
2020-12-28,102034622414.84999,634129756965.2
2020-12-29,98272006305.27,639081622769.0
2020-12-30,95141093837.62,667151183683.1
2020-12-31,79799961098.81,668313445227.6
2021-01-01,76182311449.86,675390066911.4
2021-01-02,115738607474.56,732343461292.6
2021-01-03,159908365060.13998,770933096138.5
2021-01-04,175450375833.88,765382917722.8
2021-01-05,142031402024.41,812409412372.6
2021-01-06,168622646090.32,886636785364.0
2021-01-07,180340091538.08,937095138215.0
2021-01-08,177313006202.47,963522257097.0
2021-01-09,133263314785.1,963219267560.0
2021-01-10,166571910222.57,922281920129.0
2021-01-11,234458235202.89,843855427981.0
2021-01-12,148071111848.77,807522505624.9
2021-01-13,125522355773.1,885293624919.0
2021-01-14,124710610976.12001,930992189608.0
2021-01-15,135937233426.04999,881073599659.0
2021-01-16,119233330971.61,877893863628.0
2021-01-17,109270465084.95999,873340097709.0
2021-01-18,98657775557.1,891790116393.0
2021-01-19,132963632857.45999,894715900275.0
2021-01-20,140518556783.16,885934021732.0
2021-01-21,148834717179.82,760359871358.0
2021-01-22,150025586918.94,817665892314.0
2021-01-23,97776525334.1,801914937902.0
2021-01-24,104394961395.90999,824767599812.0
2021-01-25,124693362746.07,817069587693.0
2021-01-26,121471710473.86,823658871896.0
2021-01-27,122522227219.02,767123341859.6
2021-01-28,143931952680.31,841547346753.0
2021-01-29,236632293403.0,866627247649.0
2021-01-30,152061417941.23,872163507755.0
2021-01-31,130120545596.03,844855739957.0
2021-02-01,157976846144.08002,856958133239.0
2021-02-02,149892020417.11,912620454882.0
2021-02-03,137401775677.12,969916943201.0
2021-02-04,162303647685.27,956377494106.0
2021-02-05,143311173911.7,999393450490.0
2021-02-06,154945836360.7,1019842621618.0
2021-02-07,163333877910.09,1008062629051.0
2021-02-08,205028642310.7,1165488727740.0
2021-02-09,191778458893.9,1182505547220.0
2021-02-10,202990992357.2,1163259840716.0
2021-02-11,172789085774.8,1225686502442.0
2021-02-12,175241324500.4,1235495239058.0
2021-02-13,175282100675.7,1229774270716.0
2021-02-14,160237534116.9,1253129053380.0
2021-02-15,178732022534.5,1229824588615.0
2021-02-16,164731466424.7,1252246020565.0
2021-02-17,169631788840.0,1324678365458.0
2021-02-18,118810182597.7,1332327028885.0
2021-02-19,142787268514.8,1438046350983.0
2021-02-20,157301894943.4,1432217326216.0
2021-02-21,117560684436.8,1461471666741.0
2021-02-22,201342570438.4,1376645742130.0
2021-02-23,224528010191.1,1227793805567.0
2021-02-24,142268154713.3,1260567766151.0
2021-02-25,115432819441.2,1186729261700.0
2021-02-26,595723354849.3,1172842307788.0
2021-02-27,108702734589.9,1177268777528.0
2021-02-28,120732700261.0,1145920676160.0
2021-03-01,110314851614.9,1259545287409.0
2021-03-02,102294872544.2,1222535707950.0
2021-03-03,105433748504.4,1274908937684.0
2021-03-04,110067786440.9,1229101643716.0
2021-03-05,99218884295.0,1234680049408.0
2021-03-06,80390548102.3,1248087855328.0
2021-03-07,89932639579.8,1302741657087.0
2021-03-08,103937322150.22,1337633927191.0
2021-03-09,106466627648.6,1400112061699.0
2021-03-10,109742362668.0,1404712104883.0
2021-03-11,105365816442.1,1448709819296.0
2021-03-12,105649831939.4,1425204903810.0
2021-03-13,114354287498.6,1520421657344.0
2021-03-14,85332897596.25,1475720295806.0
2021-03-15,118426030078.1,1393891658560.0
2021-03-16,117086411740.0,1425444226850.0
2021-03-17,114662125766.33,1476143481804.0
2021-03-18,107329330850.69,1444084842494.0
2021-03-19,92732865547.77,1461219193743.0
2021-03-20,99657812347.8,1461880294119.0
2021-03-21,97248545508.3,1436968448329.0
2021-03-22,107910736383.0,1371100112442.0
2021-03-23,104525096417.4,1370044642044.0
2021-03-24,126550843136.2,1316727502480.0
2021-03-25,123639824788.5,1296195282372.0
2021-03-26,105521761880.9,1386052463024.0
2021-03-27,83943256547.1,1397824696790.0
2021-03-28,80452562908.2,1395710765430.0
2021-03-29,98188218862.5,1454749604390.0
2021-03-30,97512271359.4,1484224118139.0
2021-03-31,130539127889.1,1493491472427.0
2021-04-01,130397140018.6,1508721033068.0
2021-04-02,128757858449.7,1543045346403.0
2021-04-03,129749894274.8,1491906375526.0
2021-04-04,110656199146.4,1531146145510.0
2021-04-05,157726815255.8,1554305482164.0
2021-04-06,181600262423.6,1562466527661.0
2021-04-07,178916170014.5,1482888525732.0
2021-04-08,117404661742.8,1555728919929.0
2021-04-09,96258167737.1,1555278463084.0
2021-04-10,138140816860.1,1619193356416.0
2021-04-11,124557835987.0,1633530647240.0
2021-04-12,127359353736.3,1647653232236.0
2021-04-13,179049538675.5,1755592234295.0
2021-04-14,209380291508.4,1771289572104.0
2021-04-15,161078440456.7,1789178834264.0
2021-04-16,257744934411.9,1757850046154.0
2021-04-17,185107882508.3,1715536030847.0
2021-04-18,245356676259.2,1604671818255.0
2021-04-19,186656487341.5,1589936996219.0
2021-04-20,191372953426.9,1638636622074.0
2021-04-21,150803961044.8,1575105130124.0
2021-04-22,192135161626.1,1512440668434.0
2021-04-23,223111347746.6,1496769319674.0
2021-04-24,122669209559.5,1446356637408.0
2021-04-25,110908461185.5,1436218374830.0
2021-04-26,136358909990.6,1590679384389.0
2021-04-27,120012148283.1,1638354474697.0
2021-04-28,124935309581.8,1642378580814.0
2021-04-29,111997041333.2,1626876591712.0
2021-04-30,122099108081.8,1731297227825.0
2021-05-01,106691618537.9,1762383047447.0
2021-05-02,97585809098.3,1735136888803.0
2021-05-03,141106710652.2,1821428027601.0
2021-05-04,218329006717.8,1719478860508.0
2021-05-05,217909983358.2,1873924762240.0
2021-05-06,209834835677.6,1845602969708.0
2021-05-07,198381123393.7,1858956551652.0
2021-05-08,178115885238.2,1932517486202.0
2021-05-09,209590516835.8,1928701649924.0
2021-05-10,210330073264.9,1844594630369.0
2021-05-11,187312689515.1,1918518434810.0
2021-05-12,204848803223.8,1674070848922.0
2021-05-13,261876011788.8,1706568493516.0
2021-05-14,166089960997.0,1773864376266.0
2021-05-15,168060145278.1,1654601099577.0
2021-05-16,172740859145.2,1647332129602.0
2021-05-17,188801883010.3,1531919321089.0
2021-05-18,147140398314.8,1535931159383.0
2021-05-19,307277250741.8,1209542861559.0
2021-05-20,225268600782.2,1371184941636.0
2021-05-21,190084111097.0,1223939627827.0
2021-05-22,138529456532.5,1194500801873.0
2021-05-23,186505101615.4,1097332326942.0
2021-05-24,167428773271.0,1278934894424.0
2021-05-25,148055817453.9,1277869584454.0
2021-05-26,130609580558.5,1338442992088.0
2021-05-27,109006299266.2,1291083042276.0
2021-05-28,131509550684.65,1181517341836.0
2021-05-29,108126571931.53,1130518205845.0
2021-05-30,82321935179.73,1176581241494.0
2021-05-31,98428328622.37,1270138999928.0
2021-06-01,91792736137.92,1253201875388.0
2021-06-02,92647904818.1,1293679356056.0
2021-06-03,92504812223.0,1348640110178.0
2021-06-04,106307809724.4,1264574268665.0
2021-06-05,88298784965.9,1226831786290.0
2021-06-06,68301358176.52,1244957032342.0
2021-06-07,83792619722.0,1164477296604.0
2021-06-08,119713673443.6,1155148414412.0
2021-06-09,113950909966.8,1249247890293.0
2021-06-10,90668346044.57,1207284526327.0
2021-06-11,80214045349.49,1197091265777.0
2021-06-12,79836629002.64,1165527243481.0
2021-06-13,83791746681.61,1260190019615.0
2021-06-14,85990305419.52,1287192844707.0
2021-06-15,93182796233.91,1302781696189.0
2021-06-16,78168667884.37,1217723583802.0
2021-06-17,71643333980.97,1215778757389.0
2021-06-18,73223563263.88,1146356904597.0
2021-06-19,60926161624.4,1131084968429.0
2021-06-20,73963759582.15,1143530288091.0
2021-06-21,112027394155.8,978959652038.0
2021-06-22,126057473599.4,987287449997.0
2021-06-23,100181188094.7,1044428198858.0
2021-06-24,71929833369.0,1076167713264.0
2021-06-25,84814038864.54,981710616250.0
2021-06-26,75234639071.55,994487592467.0
2021-06-27,68577801554.78,1067649798932.0
2021-06-28,72794770707.76,1074847296746.0
2021-06-29,79224214199.86,1119972543938.0
2021-06-30,75535672757.45,1118347806484.0
2021-07-01,80382734284.09,1062011021411.0
2021-07-02,81705154579.43,1074771832857.0
2021-07-03,51453311551.85,1101274433805.0
2021-07-04,54074475700.44,1130296775466.0
2021-07-05,57616152227.89,1078211679661.0
2021-07-06,58904103167.590004,1107636709892.0
